nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
C1817190424,7448663.85,C2145942542,874562.86
C1489583075,7833597.47,C949483950,70032.0
C1574317831,7899882.55,C843467284,306213.48
C1852218204,7975702.92,C312362475,21227.0
C64697960,7983118.99,C716083600,1960970.71
C308020179,8038099.52,C1022680775,152144.83
C2124327048,8118408.71,C414386513,126372.08
C620261500,8236921.54,C305646302,65100.24
C2118806269,8298795.95,C660143728,58505.5
C209366140,8351829.89,C931482420,129696.18
C128683923,8368634.92,C2011996123,948944.54
C1614247050,8633422.98,C1255024717,10703389.28
C1300752371,9031745.84,C1147977782,538645.8
C348629875,9359090.28,C2072865894,221582.42
C1338734959,9416574.15,C1334973394,921221.65
C344180536,9756724.71,C1023714065,3216387.7
C1724453412,10202530.43,C1626759869,642631.74
C1341960637,10327370.45,C1167066016,397684.46
C1541974316,10462620.38,C1728766751,1123213.77
C1373114222,10650445.9,C935808590,12738932.9
C2142138179,10676000.44,C979778117,304683.1
C1442138194,10961640.37,C657736958,5854252.35
C1271540233,338628.0,M1526263649,0.0
C1444955914,350252.0,M694690372,0.0
C862506754,824713.6,M779529705,0.0
C2050668346,824119.42,C81639848,185922.0
C313053243,11528.0,C466505482,11848.91
C1741495731,16815.0,M2094001478,0.0
C1398998658,5119.15,C728526866,4641846.68
C119418333,20685.0,M137463816,0.0
C194507157,54347.0,M1082896755,0.0
C906824826,38095.2,M855155579,0.0
C106424296,21413.0,M457891448,0.0
C1174044599,303838.23,M854519560,0.0
C197080602,297756.54,M1187741707,0.0
C1348094114,292689.28,M352938766,0.0
C1735688275,1593438.49,M2108006254,0.0
C2142820128,1587329.45,C146305349,480973.39
C565678786,11087.0,C1457383927,34128.82
C1644361919,75303.0,M856511870,0.0
C179672552,32821.0,M386480126,0.0
C1648091808,1737.64,M994372924,0.0
C502805865,0.0,C1761291320,198560.74
C1133529071,84063.0,M2114163679,0.0
C1655880750,21323.0,M1044221548,0.0
C2144541051,14630.58,M489480245,0.0
C1778941042,24944.0,M949277105,0.0
C1600855833,101769.0,C1071364078,122.0
C624718217,40191.0,M218002096,0.0
C318321607,29571.0,M359494998,0.0
C1394343499,9710.7,C1297685781,563513.94
C747601258,20091.0,M1999836215,0.0
C160041026,41907.0,M91182750,0.0
C1381764980,38232.83,C2052185144,216747.22
C1033972644,28162.0,M1689316426,0.0
C462724580,21651.0,M696321613,0.0
C499770578,138156.0,M2130217373,0.0
C1102860315,9081.0,M1622054159,0.0
C840106684,8664.2,C1870252780,10520814.04
C144560386,0.0,C909295153,8182056.73
C729965698,70233.0,C1411863742,5570.0
C1066437136,587.0,M356280764,0.0
C1942990808,40159.0,C2063763486,113164.98
C1263629143,0.0,M1881845799,0.0
C103634455,0.0,M143824997,0.0
C1218021867,22401.0,M1838654295,0.0
C31903004,600.37,M497757429,0.0
C435759226,0.0,M1227140361,0.0
C2124224284,0.0,M974471358,0.0
C1795102078,10552.0,C515132998,0.0
C106930637,5173.0,M275543021,0.0
C7131630,203664.0,M304767096,0.0
C1770060345,31202.0,M436211711,0.0
C2089115376,30598.0,C1354725727,161885.95
C1038993592,0.0,M1397931022,0.0
C1236745836,464.0,M521374580,0.0
C1281894438,0.0,C1303868418,3497941.54
C169627497,0.0,C2011996123,684156.48
C2049463320,0.0,C214774813,16106348.28
C2044934146,0.0,C1590550415,17420921.0
C1950815744,0.0,C1303868418,4672834.8
C482900198,0.0,C1554540309,1812455.01
C611874803,0.0,C909295153,8414841.01
C1153132630,0.0,C486371171,194766.34
C134250967,0.0,C75483598,52796.0
C1473300345,0.0,C1882860489,148315.0
C812709279,0.0,C798678484,1319526.62
C790020639,0.0,C16344660,471921.87
C588574739,0.0,C1778801068,7446492.06
C1924009991,0.0,C1234776885,3062223.92
C1162203072,0.0,C1899073220,3459474.62
C1557855053,19526.0,M1489640621,0.0
C1525027227,13740.47,C63387985,86242.27
C834072264,0.0,C515132998,335362.53
C985496352,0.0,C508000580,505414.75
C848963502,0.0,C1909597726,213063.85
C1486521007,0.0,C374625527,568171.94
C1591535578,0.0,C451111351,5667309.6
C258597722,0.0,C295372946,332496.19
C1814893134,0.0,C634440506,117634.01
C1613658782,0.0,C2006206648,15395.0
C1509270390,0.0,C16344660,869001.92
C432465953,0.0,C715819458,240006.15
C503133749,0.0,C1674899618,7338604.42
C236213662,0.0,C1245442940,266821.0
C2047785273,0.0,C1245442940,376475.04
C1420284345,0.0,C1303868418,5244863.69
C547293574,0.0,C1609562230,4500435.47
C202051758,0.0,C1554565380,1333184.67
C63154023,0.0,C1641587857,175770.85
C1770230975,0.0,C1651945012,947551.09
C831025968,0.0,C1615804266,568954.63
C1699908559,0.0,C1071364078,223812.38
C2075455645,0.0,C1060041730,375260.07
C250062136,0.0,C1899073220,3950081.44
C2080658983,0.0,C1778801068,7625672.84
C226076315,0.0,C542220524,50573.64
C1360367537,0.0,C481402298,3601306.85
C1650994894,0.0,C1013700132,1028715.12
C1015278026,0.0,C1899073220,4232016.3
C2081344959,0.0,C1339257929,321773.68
C26979720,0.0,C675203915,603559.29
C572980523,0.0,C1805683209,5911131.72
C21531932,0.0,C257999182,1107823.77
C186764223,0.0,C71555810,720190.64
C1468711102,0.0,C914293025,737510.44
C1112584385,0.0,C400720732,130815.71
C129361402,0.0,C991363637,7521139.88
C38578816,0.0,C111210112,292741.94
C54658375,0.0,C237988421,456669.28
C1154706262,0.0,C486371171,211405.4
C1826737155,0.0,C804836251,96045.02
C186540981,0.0,C323761934,52146.76
C409286572,0.0,C1584119395,349564.0
C1194550829,0.0,C40075281,1053942.57
C626010908,0.0,C507538622,126468.06
C1571547080,0.0,C508000580,608456.32
C1816294278,0.0,C1899073220,4306381.05
C807166509,0.0,C715819458,417165.97
C347125753,0.0,C1720078459,17892.0
C380077824,0.0,C2006081398,451039.67
C1770391569,0.0,C384887832,136361.92
C987234822,0.0,C306206744,6778202.0
C726037979,0.0,C2034460325,224035.87
C24344628,0.0,C127252077,105984.74
C1491877515,0.0,C125722707,602168.54
C585027490,0.0,C1234776885,3504646.19
C984522383,0.0,C985934102,4113554.58
C545714998,0.0,C72565662,99923.0
C430414283,0.0,C2083562754,6034246.19
C1297151618,0.0,C1554565380,1473343.34
C54809409,0.0,C128870695,12498907.14
C348921692,0.0,C125722707,645261.89
C822130127,0.0,C1286084959,4050656.56
C2075042187,20946.0,C553790651,229939.72
C1523661796,3580.63,C162400148,21474.0
C781449501,2920.4,M445226957,0.0
C346413038,19972.0,C1790598448,0.0
C1199095941,29435.0,M1989317222,0.0
C540220558,142589.0,M437499329,0.0
C460206830,27750.0,M2039317063,0.0
C1096955540,233761.0,M1188576964,0.0
C751537587,12106.0,M960609751,0.0
C1774709501,6673.0,M1852753695,0.0
C507017588,115537.0,M706986081,0.0
C2087016410,50368.0,C2113748097,17321.91
C1680548214,200681.0,M965023582,0.0
C227666119,14535.0,M1536992552,0.0
C1711349692,532938.0,C1615804266,646977.79
C2008013765,3770.0,M1970983463,0.0
C1265732677,48589.0,C507046070,21238.0
C627283560,12058.82,C1046160944,161168.01
C739971314,10382.68,C1313534832,285749.32
C257103036,410515.0,M1208464055,0.0
C1911467273,11301.0,M92712774,0.0
C308784574,310.0,M1728067407,0.0
C1661093955,86525.0,C1360393616,0.0
C1406019578,126242.52,M2095807072,0.0
C448233725,31917.0,M1803977656,0.0
C1230346437,31280.24,M1850393589,0.0
C1222379177,24803.86,M395888457,0.0
C1919870671,17813.07,M1250154012,0.0
C1648519339,10954.37,M858872101,0.0
C913086738,0.0,M1653316341,0.0
C327004479,0.0,M708590084,0.0
C2026537560,0.0,M1177088902,0.0
C941770293,0.0,M1938138927,0.0
C1609638725,0.0,M1581539326,0.0
C1962781165,0.0,M715117698,0.0
C2091004319,0.0,M6634074,0.0
C432953722,0.0,M1294054661,0.0
C551705591,0.0,M167514715,0.0
C1645387671,0.0,M584816461,0.0
C273964290,0.0,M2043935641,0.0
C256584979,0.0,M1901371976,0.0
C1129991469,0.0,M624130540,0.0
C1942416364,0.0,M668225854,0.0
C913724364,0.0,M137670903,0.0
C1281995670,0.0,M1227966084,0.0
C1297978461,0.0,M1623406089,0.0
C1631050884,0.0,M586261312,0.0
C53421119,11263.0,C927008541,144.0
C2057644333,0.0,C1730752455,1563279.2
C623450369,0.0,C1060041730,498782.37
C174933319,0.0,C2072865894,164098.55
C1880725225,0.0,C1286084959,4290628.86
C589706630,0.0,C2006081398,516014.12
C1311429106,0.0,C1651945012,995370.48
C772661773,0.0,C1931283804,172466.38
C304060411,0.0,C2099343080,33109.0
C461371,0.0,C728526866,4982975.51
C414903944,0.0,C1495761010,531794.08
C1508276760,0.0,C853932876,194724.39
C925408912,0.0,C169904524,200163.0
C256253084,0.0,C184253187,4231347.42
C1078426962,0.0,C672137778,40367.0
C706472440,0.0,C128870695,12970297.94
C1504984629,0.0,C977993101,1003049.3
C1713994595,0.0,C339099861,232929.44
C494872345,0.0,C1721246982,2195796.17
C1751013735,0.0,C2145041211,155228.0
C274958287,0.0,C461905695,89834.0
C1027347651,0.0,C1931283804,298762.85
C1503636370,0.0,C1060041730,801100.18
C1133532327,0.0,C1505755152,6620685.75
C1338109669,0.0,C1816986148,951732.99
C302408146,0.0,C1832532108,27708.6
C912362299,0.0,C1303868418,5354111.58
C1997919292,0.0,C271588719,224552.06
C929278717,0.0,C794358930,192975.04
C382354738,0.0,C1234059684,359908.72
C751316099,0.0,C1554565380,2052074.09
C1973790994,0.0,C1145835418,496966.26
C1597751577,0.0,C553790651,463878.12
C463272985,0.0,C2113748097,537689.34
C1985832925,0.0,C1440282299,100424.0
C778616125,0.0,C1778300121,182825.68
C802853600,0.0,C1588476205,61609.0
C1398464310,0.0,C289039926,1322467.95
C1319381263,0.0,C97730845,14450751.76
C634320051,0.0,C1329589315,148954.23
C1584938872,0.0,C1313534832,376357.32
C1541339374,0.0,C1297685781,1094402.81
C878530251,0.0,C187019413,136886.29
C1726238623,0.0,C1085479446,422281.85
C2046308292,0.0,C634440506,222950.58
C1431155101,33996.0,C114618982,102226.0
C196646633,665.0,C377207092,31857.75
C1340389558,20250.0,M2010785921,0.0
C1336131262,252324.0,M6518397,0.0
C1789419471,5077.0,C2117043942,458661.67
C1284570171,16394.0,M504687961,0.0
C98545784,5074.0,M757190955,0.0
C1721467280,8951.0,M1608304191,0.0
C670626252,3166.08,M74695825,0.0
C1054753422,258703.0,M118130260,0.0
C1729917416,488.0,M2102490838,0.0
C836211136,0.0,C1554540309,3344542.18
C1648138632,80492.0,C126778243,14984.0
C1722496790,181118.0,M272243411,0.0
C493801605,53210.99,M454621817,0.0
C607419787,47407.4,C1286084959,4518791.24
C1679296348,30487.0,M261691810,0.0
C1393484058,20318.0,M1422989013,0.0
C1884805620,73134.0,M935631445,0.0
C333884294,71063.32,M1331523729,0.0
C25921783,601.0,M311344289,0.0
C873631725,0.0,C886517510,288424.89
C284145670,34513.9,M1308514012,0.0
C712147062,27337.32,C184253187,4347946.2
C171908914,204184.0,M1744677371,0.0
C1477073774,5428.0,M1715798313,0.0
C351360092,1120.62,C909295153,8709422.7
C516523336,30626.0,M345144532,0.0
C1511025446,22146.0,M1146980236,0.0
C384608650,19613.0,M295633759,0.0
C1208947473,6497.0,C870563118,0.0
C1623624827,21509.0,C265108079,31383.27
C320198928,430627.0,C1475909248,0.0
C2054792662,49623.0,M1247720979,0.0
C514805367,1259477.17,M600820203,0.0
C347053905,1258974.79,M738086393,0.0
C1330012679,1257385.05,M303790741,0.0
C2057710224,228033.46,M602812856,0.0
C1606691224,216089.58,M373436199,0.0
C1576756693,6966.0,M256568355,0.0
C1899793595,0.0,C1778801068,7887043.83
C1988148908,0.0,C2083117811,266061.33
C1884530788,0.0,C1615804266,802357.21
C673216953,0.0,C954225330,109352.0
C1030517074,0.0,C111210112,420790.7
C1315626381,0.0,C1286084959,5434523.66
C597118124,0.0,C1266035080,1654365.8
C139527382,0.0,C1477979030,10683722.25
C1458115183,0.0,C1651945012,1280048.3
C1316436874,0.0,C1730752455,1693039.2
C1469906116,0.0,C985934102,4493254.29
C1475028309,0.0,C1266035080,2166791.31
C1225732013,0.0,C716083600,1905990.18
C1054074477,294.0,M244926383,0.0
C14027428,8036.0,C871895680,114424.75
C815017812,13155.47,M299194277,0.0
C1437978127,2496.33,M1694924087,0.0
C1962475596,41000.0,M1328154889,0.0
C882144085,159.0,M1655529269,0.0
C1584060492,304141.0,C787033725,591634.69
C1092083913,117943.0,M1452158309,0.0
C1582466166,109101.0,C1632648448,19891.44
C1450348360,103543.0,M673004775,0.0
C266328452,5532.0,M1172610365,0.0
C120476166,5234.0,M1175829504,0.0
C938958527,0.0,M1453010953,0.0
C600897214,15199.0,M1221507960,0.0
C1170278008,23006.0,M1255505329,0.0
C1846806355,39820.0,M1404855442,0.0
C511920731,23087.0,M2145027279,0.0
C825899768,47988.0,M26362041,0.0
C88544066,92540.02,M772801497,0.0
C1318916377,87495.57,C347725669,467670.57
C1561921531,3069.0,M1618596377,0.0
C1322846980,790.18,M1751830047,0.0
C2111384118,856.0,M1394529934,0.0
C1427732162,0.0,M1807564872,0.0
C1602314131,796261.0,M2056144971,0.0
C1681886910,10140.0,M1694580081,0.0
C816421765,12042.0,C317071334,14913.98
C946684363,63982.57,C443625234,100728.0
C549417478,4537.0,C1454226183,188.0
C1287207381,71197.0,M816903796,0.0
C1652656816,67611.6,M972417956,0.0
C1007094494,293241.0,M196298876,0.0
C1695127472,166303.0,M1933047934,0.0
C2011319612,31031.0,M1719868180,0.0
C1327408227,366.0,M61227510,0.0
C1716025107,1987.0,M418220917,0.0
C585763255,51942.0,C1948471365,941410.58
C334648813,26811.0,M916936815,0.0
C1113967597,9411.56,M816895399,0.0
C837596001,851.0,C976133979,5625.06
C1032122643,19932.0,C1520366382,24920.0
C1372745709,3274.0,M1736021405,0.0
C861554088,0.0,M692860601,0.0
C1797491066,0.0,M1088236798,0.0
C566974024,159.0,C1554565380,2187602.61
C1778013494,500415.0,C370034120,0.0
C518355242,144780.0,C1463758439,25343.0
C938872020,5126.0,M1291085172,0.0
C2006768185,10569.0,C158424358,21313.0
C1107677641,5034.0,C1069568462,19812.0
C1158870513,401.0,M706930658,0.0
C1006546317,30337.0,M1469692066,0.0
C100033245,388.0,M945195126,0.0
C1980418100,9968.0,M1816933119,0.0
C1511675169,576.0,M1443062572,0.0
C1986550448,0.0,C451111351,5807540.97
C2076071240,601.0,M1929749571,0.0
C1053991692,4571.0,M182174652,0.0
C63361978,21198.0,M1564432445,0.0
C1985894997,21169.0,M583835905,0.0
C388165089,23574.0,C1778289781,59800.0
C813408648,0.0,M888391968,0.0
C1945154070,11377.0,M1941771372,0.0
C514296946,36443.0,M876084303,0.0
C1117886685,86906.0,M1495591569,0.0
C2076326363,180.0,M1889298280,0.0
C1043689174,93420.0,M1077640163,0.0
C710778590,11917.0,C1641169735,45304.0
C971578330,2558.0,C265845794,0.0
C742359535,54404.0,M926946280,0.0
C1898827952,14859.0,M7025284,0.0
C1342958495,0.0,C985934102,4676802.28
C1742961957,0.0,C466505482,308682.59
C2027198777,0.0,C1245442940,685518.75
C569539509,54.0,M774515463,0.0
C1390178738,1423.0,C296121376,112360.48
C236791681,7653.0,M1006688804,0.0
C1124973744,6340.32,C1457383927,506261.6
C1919747202,15463.0,C555334025,618.0
C363529313,0.0,C909295153,8937674.39
C792739082,0.0,C1234776885,4003989.23
C25623662,11910.0,C1095666481,0.0
C466989512,32310.0,M1452287711,0.0
C2023156074,8146.0,M1313152922,0.0
C2015935595,9076.0,C1450133081,26840.75
C794413935,31266.85,M1623964247,0.0
C102027291,20745.18,C914293025,1122989.98
C1004728150,300433.0,M1518422518,0.0
C1730497011,13306.0,C963383848,32193.0
C1200740612,0.0,C985934102,5076437.65
C1805981439,6520.0,M1002126468,0.0
C1989968081,11204.0,C814473635,0.0
C1057763071,10850.0,M2094908687,0.0
C509643020,30605.0,M208144409,0.0
C1389208765,330.0,M1084946006,0.0
C1511538598,0.0,C1636786811,6325419.04
C377277500,84.0,M690715138,0.0
C1042555191,147860.0,M635096154,0.0
C1438120433,517256.67,M658399791,0.0
C940364390,513070.97,M1262973217,0.0
C567632329,510709.88,M1965969606,0.0
C737096679,510529.43,M1540460994,0.0
C1367369816,504574.13,M1454357198,0.0
C68013047,501025.06,M1401226549,0.0
C26568117,490187.09,M717735555,0.0
C1082126943,31273.0,M1000930248,0.0
C289049029,13469.0,M90023615,0.0
C974082369,11048.35,M1174772595,0.0
C62146263,95077.0,M1806983232,0.0
C728867118,1412.0,M1103456560,0.0
C1617300769,7511.0,C2052185144,384157.31
C681101069,0.0,M247888865,0.0
C1688211424,77560.0,C1360767589,5105575.62
C880740688,5190.0,M1521553533,0.0
C1729454521,41020.0,C705265015,118223.18
C61783476,202938.0,M1339490584,0.0
C498582119,194443.77,M1365471425,0.0
C659960900,186668.21,M1350450807,0.0
C1937337061,258975.85,C1326243087,20959.0
C961997107,257357.14,C1028574311,774267.83
C800329289,4435.59,C1457383927,835764.87
C244842574,0.0,C1085479446,598954.98
C915307834,0.0,C1419794148,2467276.32
C941557161,0.0,C2006081398,606976.87
C928416421,0.0,C1850180796,3805409.26
C2038595185,0.0,C517653428,252328.64
C1008774102,0.0,C505973878,388145.62
C2094191542,0.0,C1825992554,226837.37
C2140284195,0.0,C2052185144,890879.13
C352959830,0.0,C158424358,372874.05
C743365178,0.0,C1590550415,18657660.51
C1181479782,0.0,C265108079,424323.35
C683572661,182640.0,M1879414521,0.0
C717229513,17070.0,M858340148,0.0
C1755429681,26997.63,M877611650,0.0
C516667271,24938.84,M1682034673,0.0
C31234171,118002.0,M1326045592,0.0
C213727345,3746.91,M1718173776,0.0
C59966374,3409.54,M47701845,0.0
C1733034446,0.0,M1267443383,0.0
C1352532563,0.0,M1821332066,0.0
C1808428108,0.0,M2112012700,0.0
C1573832937,0.0,M1271176560,0.0
C1934897224,0.0,M408023455,0.0
C871623676,0.0,M1555288047,0.0
C246903361,0.0,M427665153,0.0
C905774041,0.0,M2004057662,0.0
C1122185195,0.0,M911400217,0.0
C1802302401,0.0,M117629468,0.0
C1548028256,0.0,M2086649316,0.0
C1881258837,0.0,M1612952911,0.0
C349810210,0.0,M367559104,0.0
C1760459579,0.0,M362427044,0.0
C1290483339,0.0,M500979799,0.0
C116449140,0.0,M1119605276,0.0
C1475476398,0.0,M680533991,0.0
C681279230,0.0,M883716803,0.0
C1826145139,0.0,M1151309352,0.0
C931163339,0.0,M1617767058,0.0
C1250213559,0.0,M1922191129,0.0
C1187025844,0.0,M1341130820,0.0
C552494603,0.0,M1088692104,0.0
C41646355,0.0,M1300689712,0.0
C512428725,0.0,M2129874611,0.0
C655954847,0.0,M1576827711,0.0
C459545751,0.0,M2131124126,0.0
C275529226,0.0,M779586235,0.0
C357350214,0.0,M1492905182,0.0
C697701797,0.0,M1000763518,0.0
C1262516935,0.0,M1281024621,0.0
C1433988478,0.0,M1574257199,0.0
C361467152,0.0,M240733254,0.0
C483939310,0.0,M1802219104,0.0
C583093520,0.0,M1723731570,0.0
C942106216,0.0,M235521954,0.0
C646492862,0.0,M819197315,0.0
C860144087,0.0,M1940927690,0.0
C273573184,0.0,M1067377959,0.0
C708956538,0.0,M1487255196,0.0
C992132269,0.0,M1935524147,0.0
C1462961187,0.0,M576149775,0.0
C205413948,0.0,M301421265,0.0
C1588219600,0.0,M1177414443,0.0
C941392492,0.0,M324419172,0.0
C520498704,0.0,M920386152,0.0
C1778913597,0.0,M1208989446,0.0
C1725392569,0.0,M255248561,0.0
C622702995,0.0,M278894001,0.0
C1293994933,0.0,M1961550304,0.0
C1009997767,0.0,M1349353453,0.0
C467364662,0.0,M941456460,0.0
C506890727,0.0,M631181275,0.0
C1700614789,0.0,M921812350,0.0
C472019958,0.0,M1092507262,0.0
C1314450850,0.0,M1979294554,0.0
C2060178384,0.0,M1238746961,0.0
C1089013300,0.0,M2024971776,0.0
C1547929493,0.0,M994782211,0.0
C865814008,0.0,M1605734165,0.0
C529187929,0.0,M2101594271,0.0
C345962058,0.0,M1730158315,0.0
C776058458,159069.0,C1348937989,0.0
C1294308413,29736.0,M787089269,0.0
C1230672645,27582.48,M1779044114,0.0
C191883794,11450.18,M1975555493,0.0
C1755308707,10016.0,M1381438013,0.0
C639393055,11067.0,C875761527,6695.18
C1459653060,0.0,M1084093309,0.0
C716294057,0.0,M1853981509,0.0
C1033660920,0.0,M305492781,0.0
C916283981,0.0,M1415857264,0.0
C174662829,0.0,M872190678,0.0
C1848513006,0.0,M413114271,0.0
C1536199789,0.0,M204333035,0.0
C311566049,0.0,M1989482571,0.0
C691601680,0.0,M1267290459,0.0
C1231956957,0.0,M401024507,0.0
C1983354774,0.0,M1999963010,0.0
C1337847418,0.0,M1633407627,0.0
C731542033,31443.0,M1961643507,0.0
C1417851690,107095.0,M1811082427,0.0
C318771502,33054.0,M93672808,0.0
C1146076435,11595.0,C1545688642,86706.79
C941889045,66247.0,M725543262,0.0
C70240068,260.0,M1035027959,0.0
C633170154,0.0,C2011996123,934099.98
C2031423770,0.0,C1560607671,221165.99
C58387611,0.0,C40075281,1360266.2
C877891582,0.0,C1584119395,416716.15
C2061982630,0.0,C36856762,295474.84
C732633121,0.0,C1641587857,302485.0
C2137077755,0.0,C875917495,751706.66
C1466268566,0.0,C1870367457,286894.03
C396308663,0.0,C1346667529,48619.75
C1686521973,0.0,C1262822392,17794031.91
C313423345,0.0,C1651945012,1442733.04
C1860900345,0.0,C205300866,100666.0
C2066971,0.0,C863811613,361386.67
C1452064653,0.0,C1013700132,1607230.0
C929847632,0.0,C705265015,336174.28
C18794137,0.0,C347725669,585433.31
C2100157427,0.0,C675203915,676147.61
C1324249868,0.0,C1479450980,98590.46
C454890840,14777.0,M1824531116,0.0
C2132909700,742.0,M1122694271,0.0
C825134767,10750.0,M1553338212,0.0
C791707596,259361.63,C1688019098,2809.72
C988557145,259029.4,M2138211677,0.0
C334715128,154890.16,M1058118485,0.0
C1692204297,147042.85,C1609562230,4691925.71
C267375778,116003.15,M114452799,0.0
C891978115,108908.11,C1477979030,10869605.13
C907875994,42202.0,C611621587,1452.0
C1202097727,1082.0,M1378389093,0.0
C871315770,21752.0,M1830305819,0.0
C515702001,12661.0,M148963559,0.0
C1108205096,20598.0,M1832539882,0.0
C337147080,10538.0,M343845012,0.0
C950982829,27316.0,M127681620,0.0
C1358286427,17970.26,M833545945,0.0
C2131438577,3151.0,M441482912,0.0
C1688861863,39861.0,C1298147262,8472.0
C586634949,5567.0,M75867593,0.0
C490307207,0.0,M920581443,0.0
C772267043,0.0,M126197703,0.0
C1369314550,20921.0,C12793273,0.0
C279680875,12269.0,M6137753,0.0
C722299890,14876.0,M169206721,0.0
C1187589415,10867.62,M734341896,0.0
C1800898425,10534.99,M1316583993,0.0
C1104598724,0.0,M1128872093,0.0
C343016386,0.0,M299830215,0.0
C1724420046,0.0,M1825558106,0.0
C1755823122,0.0,M21955570,0.0
C593185514,0.0,M838139333,0.0
C1692827845,0.0,M500129592,0.0
C1689934449,0.0,M1924565494,0.0
C579264461,0.0,M1163358778,0.0
C1929957683,0.0,M901189533,0.0
C568055377,41651.0,M1600366322,0.0
C1784116580,38302.9,C1303868418,6067577.26
C1737577556,130.0,M411529129,0.0
C1511067261,0.0,M188529678,0.0
C1726118601,0.0,M1161542555,0.0
C386607015,0.0,M2033788292,0.0
C217590872,28535.0,M336050495,0.0
C1526694407,193112.0,M1784322521,0.0
C663613990,16815.0,M250243497,0.0
C681786825,11408.07,C2006081398,958703.17
C369749333,0.0,C1286084959,5658744.75
C1591550320,0.0,C1850180796,4154445.26
C52931619,0.0,C1899073220,4408458.21
C853251323,0.0,C2011996123,1391097.51
C1801561264,0.0,C1674899618,7494755.93
C1543560717,0.0,C991363637,7907507.11
C1652045594,0.0,C1254526270,353797.91
C208280546,0.0,C1619402333,1255341.31
C1783130875,0.0,C990398217,6768.24
C811741449,61266.0,C1394526584,308988.67
C327225592,357464.94,M1340648545,0.0
C1717442773,348393.86,C1069568462,760763.52
C1200981870,22149.8,C1636786811,6592593.9
C1552439732,29091.0,M1451851232,0.0
C1082609492,90517.0,M734142173,0.0
C899266536,145118.0,M677558982,0.0
C1390783857,159445.0,M1768580358,0.0
C288663860,10479.0,C1491676195,23583.88
C750617950,21236.0,C225852166,11542.0
C1397504925,0.0,M1773418151,0.0
C1576882092,0.0,M489334328,0.0
C789112531,0.0,M1740766363,0.0
C1358323680,0.0,M413481120,0.0
C1886612249,0.0,M406742184,0.0
C2052403472,0.0,M1266968258,0.0
C541390600,0.0,M1270140044,0.0
C414890331,0.0,M1893760760,0.0
C1998269275,0.0,M447105432,0.0
C1461406710,0.0,M620750931,0.0
C177229412,0.0,M584203303,0.0
C790333296,0.0,M1962762160,0.0
C2081868837,0.0,M1335288964,0.0
C1019595265,150.0,C490766432,53627.09
C584782582,24510.0,M1759937900,0.0
C279772720,19886.0,M36420582,0.0
C2023572983,12728.78,M604791405,0.0
C1403405730,19798.0,M210575547,0.0
C514682400,202274.0,M1509255314,0.0
C949988699,29802.0,C1137350304,0.0
C1567808011,499409.0,M677077995,0.0
C1519927178,20900.0,M531145975,0.0
C1421969291,15637.0,M670491331,0.0
C1015676376,198454.0,M1717336482,0.0
C1048135485,3021.0,M780753611,0.0
C1562183167,0.0,M1485432471,0.0
C742199828,0.0,M1208371802,0.0
C2097253464,4795.0,M1781227569,0.0
C776102610,39438.0,M1416407514,0.0
C629050435,59536.0,C373928166,0.0
C350571061,0.0,M697106057,0.0
C413118491,6056.0,C1714823857,0.0
C1230121951,278326.8,M2002285602,0.0
C971941110,64116.0,M1553257656,0.0
C71303206,106076.0,M814583272,0.0
C2080917019,1184259.61,M113474614,0.0
C33951224,1183874.19,C1721246982,2316019.71
C1580741277,760639.94,C1554540309,3654341.88
C1623105503,0.0,C1554565380,2887826.52
C2105634098,0.0,C1334973394,581071.09
C1331353271,0.0,C1850180796,5943818.49
C1349101851,0.0,C1899073220,5950001.31
C1144886446,0.0,C1495761010,627279.6
C841193958,0.0,C853932876,330195.97
C726998651,0.0,C863811613,420628.49
C921262971,0.0,C1789550256,3745099.39
C509157868,0.0,C343534938,254036.65
C815490920,0.0,C313142474,166570.0
C859701702,0.0,C465499079,1375861.51
C1332786777,0.0,C985934102,5719574.74
C418490394,105479.0,M1941584971,0.0
C810103755,21066.0,M2051119589,0.0
C1877303247,41666.0,M1293905436,0.0
C875678495,164.0,M1120531149,0.0
C127387260,78056.0,M835594012,0.0
C186481417,30658.0,M105885501,0.0
C1062354350,36967.0,M2145651615,0.0
C524415577,49984.0,M1686929611,0.0
C1251831481,114417.0,C1832580921,0.0
C360328326,6190.0,M96061258,0.0
C95655406,79231.0,M620415815,0.0
C1612762434,73005.0,M728286619,0.0
C846019069,41594.0,M1077898244,0.0
C647226268,56890.0,M1270529736,0.0
C272876691,12199.0,M724030931,0.0
C303127592,68522.0,M214170716,0.0
C44746251,547.0,C1206868531,44833.94
C389415616,497283.0,M266267666,0.0
C485281961,206729.0,C1359484306,0.0
C1210242977,3079.0,M1873149031,0.0
C400761853,61946.0,M1844498480,0.0
C858889712,11218.0,M1941379381,0.0
C2101686389,262434.54,C612008977,0.0
C383717053,262434.54,C380242442,19525.79
C700370827,4858.0,M1653282104,0.0
C916019076,20874.0,M1490885900,0.0
C121656075,4355.0,M1037612046,0.0
C1090642246,74705.0,M1896132887,0.0
C1952021559,4071.0,M215600758,0.0
C1109132666,127965.0,M373590055,0.0
C692315676,93888.0,M1806382908,0.0
C1228855526,177.0,M2072605782,0.0
C1305218621,0.0,C1313534832,733784.39
C2146222703,27900.11,C1207178960,69915.0
C1076550812,0.0,M1882274571,0.0
C1570860758,83.0,M1145512119,0.0
